"id","slug","title","company","apply_url","result","status","final_url","error"
"f6a2a1a1-4226-4472-8409-2590e8f3bcd5","healthcare-analytics-advisor-claritev-2026-05-28","Healthcare Analytics Advisor","Claritev","https://to.indeed.com/aamf8ztvw68s","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=c991900da4f695fd&bb=Qpwdj1Lcl4giXCD6uazFncjfKC0N3uWExSQi5m_0nwwE6Jn514vxA571AAWefJf8cr0RpAjZrA6U0Fj3wn3lKLIKpHxWiANcV5vhVQi-SWke-130E1fW96YtTW1XGcAjUTvwfoi4s9UGe3WddOowcQ%3D%3D&xkcb=SoAK67M3j4BN0cWrbB0JbzkdCdPP&atk=1jpo4gg7lkvdd800&jrtk=5-cmh1-0-1jpo4gg7lkvdd800-c991900da4f695fd&fvj=1&from=mcp-openai-jobsearch",""
"2e3e2791-77cf-43a2-b476-a64051c3f9b4","business-analyst-healthcare-assistrx-2026-05-28","Business Analyst (Healthcare)","AssistRx","https://to.indeed.com/aafm4bwfd2bv","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=cc273f350b5d2ede&bb=cDD3xSI-M6DDCRuSvKeIetJSW6cLw206dbufV1VQtt3b4AU1AFYpiwpkXHPfServr0AgwitgnaPA7DOgEDe1yPGnJXVOKThyyP0PaEfhThRxwEUxUhuyAqDkVWVfXMSYH5uCjePhvQYfgnZFci65SQ%3D%3D&xkcb=SoBw67M3j4Bd-ZWjjB0KbzkdCdPP&atk=1jpo4kgvukr3d800&jrtk=5-cmh1-0-1jpo4kgvukr3d800-cc273f350b5d2ede&fvj=1&from=mcp-openai-jobsearch",""
"3eb3983d-fb8d-470a-bd88-a3b30da67a2e","senior-healthcare-analyst-tango-2026-05-28","Senior Healthcare Analyst","Tango","https://to.indeed.com/aa7pvy22pvq8","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=98fc98aaef9f0999&bb=rkL7XXgqpUnG2i53Y2xCgY7WdDv3Yqik7ZY9xZjC0ZtP0KFHC3wbrtL1LiLdX0EJaeZEPl8dKPJDzJ-yLqRs-i7hmsQmlLrVwU8FJ5jmEiCQCLgjqQGwX3I5CYvTi_FZmKgH0WjI7O_WAPb_prFrow%3D%3D&xkcb=SoCL67M3j4BN0fWrbB0KbzkdCdPP&atk=1jpo4gg7lkvdd800&jrtk=5-cmh1-0-1jpo4gg7lkvdd800-98fc98aaef9f0999&fvj=1&from=mcp-openai-jobsearch",""
"d10e7d41-511d-4547-a217-8bc85a8d0615","ar-analyst-uspi-united-surgical-partners-2026-05-28","A/R Analyst, USPI","United Surgical Partners","https://to.indeed.com/aasz8tb2nsj8","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=8f2d05a5e75c72b9&bb=tHkUKbnr8K7mDIu4b6XcyXzNKANMVXen_WHUpfth5_Lrtw-xmMKqEybpe8jFOHGzqm0vqSBmB36r9Zq3AUfJgG1vQ98hs405q438WU5T6LPSiPwfZp5K7mmigMzHb7k3dW27_F-_GNVHa7jppwV_ZA%3D%3D&xkcb=SoD767M3j4BN0c2rbB0IbzkdCdPP&atk=1jpo4gg7lkvdd800&jrtk=5-cmh1-0-1jpo4gg7lkvdd800-8f2d05a5e75c72b9&fvj=1&from=mcp-openai-jobsearch",""
"b3435eb5-395e-4482-9c0f-5bcceb8f2488","healthcare-operations-analyst-provider-data-healthfirst-2026-05-28","Healthcare Operations Analyst (Provider Data)","Healthfirst","https://to.indeed.com/aabqhyf4hcct","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=dfbbcd329bc71eef&bb=ZmhDbCqgW5j9msFD9XTI95V15giTjMDYZe3Sg4GTX2DIhhPs7DcOMd5vCy9M8ChDji1SXwzSSqTBPW5L6GqlJYa5a5zLPb9iNG8CatPTCrj_KRYpuGOmUArQZBfhpBddEATSQQmTgOG1Qe2eHz9ryA%3D%3D&xkcb=SoA167M3j4Bd-Z2jjB0KbzkdCdPP&atk=1jpo4kgvukr3d800&jrtk=5-cmh1-0-1jpo4kgvukr3d800-dfbbcd329bc71eef&fvj=1&from=mcp-openai-jobsearch",""
"1eb997df-a7be-4081-9ccb-a59d16c736b8","senior-healthcare-data-analyst-accompany-health-2026-05-28","Senior Healthcare Data Analyst","Accompany Health","https://to.indeed.com/aa2r4sgzw42n","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=1ae3a03c6bf760c0&bb=Hiei7gbghB3IwLy0mYjPIOnKFKNIPAE15dEq4-i3jxC8SEhJan1JXAS4GGfk1LQdqzhgdHHFxOlyBU_qaLzcPESgu2sZvRvl5Y-2Snlr9UYbXY1xBZCdS-R1TzaXzMU9nkcHLbGhlNh72QkQOi4dMQ%3D%3D&xkcb=SoAZ67M3j4BN0d2rbB0KbzkdCdPP&atk=1jpo4gg7lkvdd800&jrtk=5-cmh1-0-1jpo4gg7lkvdd800-1ae3a03c6bf760c0&fvj=1&from=mcp-openai-jobsearch",""
"92e9384f-5002-40f2-92d3-70e4513a55e6","senior-health-data-analyst-rural-health-blueprint-creative-group-2026-05-28","Senior Health Data Analyst, Rural Health","Blueprint Creative Group","https://to.indeed.com/aadkfv2zygsn","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=1b4e0157fcc5e0e3&bb=tHkUKbnr8K7mDIu4b6XcyXzNKANMVXen_WHUpfth5_IF3B_ZdPT5VJvop3838rusyw4IlhGwlcoDw8VtbZ4L39N6dph396dpX61W6f1VaFrRHojDHU_VxYlv4k7jjxelCGXR8HSCeMELb6uc8eP--Q%3D%3D&xkcb=SoDS67M3j4BN0c2rbB0KbzkdCdPP&atk=1jpo4gg7lkvdd800&jrtk=5-cmh1-0-1jpo4gg7lkvdd800-1b4e0157fcc5e0e3&fvj=1&from=mcp-openai-jobsearch",""
"17bc6cc2-bfa8-4efb-aa26-43bd70e2c9ed","revenue-cycle-informaticist-boston-childrens-hospital-2026-05-28","Revenue Cycle Informaticist","Boston Children's Hospital","https://to.indeed.com/aanx92kl26cp","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=2d9e16a6672705f4&bb=Hiei7gbghB3IwLy0mYjPIOnKFKNIPAE15dEq4-i3jxAjwplOwq2JEyzyeVPI9i_JJEbfyspnunGknSYIaM-4k4k2qR88pwQs28Ut0Uic6DSWR11y3K1zQFzCOEgNhrjvY1iA-cMB76drHVeF7HyLAw%3D%3D&xkcb=SoAw67M3j4BN0d2rbB0IbzkdCdPP&atk=1jpo4gg7lkvdd800&jrtk=5-cmh1-0-1jpo4gg7lkvdd800-2d9e16a6672705f4&fvj=1&from=mcp-openai-jobsearch",""
"802ba7d2-5f40-46a1-818a-2337e180e01c","healthcare-data-analyst-algorithm-developer-radcube-2026-05-28","Healthcare Data Analyst / Algorithm Developer","RadCube","https://to.indeed.com/aa4gwpvdf6r6","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=c2a505e8ea5fcd48&bb=Hiei7gbghB3IwLy0mYjPIOnKFKNIPAE15dEq4-i3jxCw_NwZT-CNmcXvI63UoditN5rCboxjtj4AwFU--EY8qBn_pUh7v9Qh19Y1ko7sf9HSCjRZHNCpNw7g-q43jL5292XUC2Vz7hIEPvndnhHLxw%3D%3D&xkcb=SoAK67M3j4BN0d2rbB0ObzkdCdPP&atk=1jpo4gg7lkvdd800&jrtk=5-cmh1-0-1jpo4gg7lkvdd800-c2a505e8ea5fcd48&fvj=1&from=mcp-openai-jobsearch",""
"543a1236-669e-4266-818c-1412145fadcd","revenue-cycle-operations-analyst-boston-medical-center-2026-05-28","Revenue Cycle Operations Analyst","Boston Medical Center","https://to.indeed.com/aadq947lwxpr","blocked_or_rate_limited","403","https://www.indeed.com/rc/clk?jk=7e50ad573c1a9b7e&bb=QH_ZsVSVzGP8VIuWJNkUspYWrY51xL6UpjK7F1TvVyMSd5_Xg5Sm2GJBo6cu8Dme2eRbcVp9Sy5wkYIt8BkSA5-ks1dyKZMX6BcYBG6rgXSKNMW3APXSnZ0hJsho3nvcg4E-jFup3yT9Bd3KI6e73Q%3D%3D&xkcb=SoCD67M3j4Bd-eWjjB0KbzkdCdPP&atk=1jpo4kgvukr3d800&jrtk=5-cmh1-0-1jpo4kgvukr3d800-7e50ad573c1a9b7e&fvj=1&from=mcp-openai-jobsearch",""
