"id","slug","title","company","apply_url","result","status","final_url","error"
"e7c4edd6-b565-4386-a8e2-c6e3afe90a0c","project-analyst-amg-associates-inc","Project Analyst","AMG & Associates Inc.","https://frontendnode-production.up.railway.app/job/remote-project-analyst-1","broken","404","https://frontendnode-production.up.railway.app/job/remote-project-analyst-1",""
"3fb0d3d3-724a-43d2-82c0-91beb07a5777","program-analyst-fwi","Program Analyst","FWI","https://frontendnode-production.up.railway.app/job/program-analyst-21","broken","404","https://frontendnode-production.up.railway.app/job/program-analyst-21",""
"015f2e69-b422-4b9c-abd3-165bcfb32ad0","program-analyst-timekeeping-general-dynamics-information-technology","Program Analyst - Timekeeping","General Dynamics Information Technology","https://frontendnode-production.up.railway.app/job/program-analyst-timekeeping","broken","404","https://frontendnode-production.up.railway.app/job/program-analyst-timekeeping",""
"e3be6214-18f5-4372-bd4c-47112f6477ab","sr-reimbursement-analyst-medicare-medicaid-cost-reports-premier-health-c6b23626","SR Reimbursement Analyst / Medicare Medicaid Cost Reports","Premier Health","https://dailyremote.com/remote-job/sr-reimbursement-analyst-remote-medicare-medicaid-cost-reports-4681971","broken","410","https://dailyremote.com/remote-job/sr-reimbursement-analyst-remote-medicare-medicaid-cost-reports-4681971",""
"c2f3ba7d-1f1a-4ef3-9413-0bb6287f8565","data-engineer-healthcare-humana-fresh-batch-may-2026","Data Engineer - Healthcare","Humana","https://careers.humana.com/us/en/job/R-412659/Data-Engineer-Healthcare","broken","410","https://careers.humana.com/us/en/job/R-412659/Data-Engineer-Healthcare",""
"6510c7af-600a-45c5-a4a6-39d83ec909fc","health-data-analytics-consultant-unitedhealth-group-optum-fresh-batch-may-2026","Health Data Analytics Consultant","UnitedHealth Group / Optum","https://careers.unitedhealthgroup.com/job/reston/health-data-analytics-consultant/34088/95140699872","broken","404","https://careers.unitedhealthgroup.com/job/reston/health-data-analytics-consultant/34088/95140699872",""
"25193443-09e8-477a-a730-cc8e4f39a697","principal-ai-machine-learning-data-engineer-remote-or-hybrid-unitedhealth-group-op-83c2ead477","Principal AI / Machine Learning Data Engineer - Remote or Hybrid","UnitedHealth Group / Optum","https://careers.unitedhealthgroup.com/job/eden-prairie/principal-ai-machine-learning-data-engineer-remote-or-hybrid-from-mn-or-dc/34088/93153122912","broken","404","https://careers.unitedhealthgroup.com/job/eden-prairie/principal-ai-machine-learning-data-engineer-remote-or-hybrid-from-mn-or-dc/34088/93153122912",""
"d4eec640-a84a-4a3e-badc-1abe4539a437","senior-project-manager-sme-enrollment-molina-healthcare-batch-two","Senior Project Manager (SME - Enrollment)","Molina Healthcare","https://careers.molinahealthcare.com/job/united-states/senior-project-manager-sme-enrollment/21726/94230486272","broken","404","https://careers.molinahealthcare.com/job/united-states/senior-project-manager-sme-enrollment/21726/94230486272",""
"1369de2b-7385-48d3-b9fa-b653e31e982c","specialist-quality-program-management-performance-remote-molina-healthcare-batch-two","Specialist, Quality Program Management & Performance - Remote","Molina Healthcare","https://careers.molinahealthcare.com/job/united-states/specialist-quality-program-management-and-performance-remote/21726/94982020016","broken","404","https://careers.molinahealthcare.com/job/united-states/specialist-quality-program-management-and-performance-remote/21726/94982020016",""
"de4d6736-48f0-44ea-890d-b4744f123dd7","senior-specialist-quality-program-management-performance-remote-molina-healthcare-batch-tw","Senior Specialist, Quality Program Management & Performance - Remote","Molina Healthcare","https://careers.molinahealthcare.com/job/united-states/senior-specialist-quality-program-management-and-performance-remote/21726/94982020000","broken","404","https://careers.molinahealthcare.com/job/united-states/senior-specialist-quality-program-management-and-performance-remote/21726/94982020000",""
"2910c1f4-e658-4412-94b5-79285a4964dd","vice-president-claims-configuration-operations-health-plan-centene-corporation-batch-two","Vice President, Claims Configuration Operations (Health Plan)","Centene Corporation","https://jobs.centene.com/us/en/jobs/1633671/vice-president-claims-configuration-operations-health-plan/","broken","404","https://jobs.centene.com/us/en/jobs/1633671/vice-president-claims-configuration-operations-health-plan/",""
"7644af30-71bf-4d35-b01a-7d914f73ce11","behavioral-health-advocate-field-based-virginia-unitedhealth-group-optum-batch-two","Behavioral Health Advocate, Field based - Virginia","UnitedHealth Group / Optum","https://careers.unitedhealthgroup.com/job/arlington/behavioral-health-advocate-field-based-virginia/34088/94451213440","broken","404","https://careers.unitedhealthgroup.com/job/arlington/behavioral-health-advocate-field-based-virginia/34088/94451213440",""
"27f51603-9d38-4828-9290-b70311480c34","vp-business-development-executive-state-government-remote-unitedhealth-group-optum-batch-t","VP Business Development Executive - State Government - Remote","UnitedHealth Group / Optum","https://careers.unitedhealthgroup.com/job/eden-prairie/vp-business-development-executive-state-government-remote/34088/93642654048","broken","404","https://careers.unitedhealthgroup.com/job/eden-prairie/vp-business-development-executive-state-government-remote/34088/93642654048",""
